Timestamp (UTC),Beijing co,Beijing no2,Beijing o3,Beijing pm10,Beijing pm25,Beijing so2,Beijing pressure,Beijing windSpeed,Beijing windBearing,Zhangjiakou co,Zhangjiakou no2,Zhangjiakou o3,Zhangjiakou pm10,Zhangjiakou pm25,Zhangjiakou so2,Zhangjiakou pressure,Zhangjiakou windSpeed,Zhangjiakou windBearing,Qinhuangdao co,Qinhuangdao no2,Qinhuangdao o3,Qinhuangdao pm10,Qinhuangdao pm25,Qinhuangdao so2,Qinhuangdao pressure,Qinhuangdao windSpeed,Qinhuangdao windBearing,Shijiazhuang co,Shijiazhuang no2,Shijiazhuang o3,Shijiazhuang pm10,Shijiazhuang pm25,Shijiazhuang so2,Shijiazhuang pressure,Shijiazhuang windSpeed,Shijiazhuang windBearing,Tianjin co,Tianjin no2,Tianjin o3,Tianjin pm10,Tianjin pm25,Tianjin so2,Tianjin pressure,Tianjin windSpeed,Tianjin windBearing
2017-04-06 19:00:00,968.75,27.09375,89.28125,107,131.875,10.35483870967742,,,,522.2,20,146.6,109.8,41,17,,,,868.2,81.8,11.2,114,45.2,14,,,,1609.25,77.875,28.375,233.625,160.375,42,,,,1108,43.12,76.04,127.45454545454545,63.4,19.32,,,
2017-04-06 20:00:00,718.75,26.46875,76.5625,90.5,104.5625,8.516129032258064,,,,562.2,19.4,153.8,123.6,48.2,15,,,,896.2,81.2,10.4,122.6,48.6,15,,,,1518.625,67,32.25,231.875,160.875,44,,,,1096,39.56,72.36,114,50.92,17.84,,,
2017-04-06 21:00:00,646.875,27.53125,63.107142857142854,88.92857142857143,86.71875,8.290322580645162,,,,681.6,20.2,151.8,131.6,68,16,,,,1042.2,76,13.8,120.2,42.8,16.4,,,,1556.125,69.375,22.5,228.625,155,41.75,,,,1060,43.24,61.32,121.56,50.6,17.48,,,
2017-04-06 22:00:00,659.375,30.09375,58.84375,83.93333333333334,84.09375,8.903225806451612,,,,890.8,25.2,136.4,145.8,88.2,17.6,,,,865.6,52.4,31.2,100.8,44.8,14.4,,,,1634.75,69.125,17.625,235.75,147.75,43.625,,,,1156,40.08,62.08,113,51.8,16.76,,,
2017-04-06 23:00:00,682.3529411764706,32.529411764705884,53.1764705882353,87.5,80.97058823529412,9.030303030303031,,,,1051.4,30.6,122.4,171,116.2,18.6,,,,868,52.2,28.6,101.8,48,15.2,,,,1742.75,73.75,14.125,246.375,163.5,44.75,,,,1100,39.12,60.76,110.16,47.48,16.36,,,
2017-04-07 00:00:00,676.4705882352941,38.088235294117645,45.529411764705884,87.54545454545455,79.76470588235294,8.575757575757576,,,,1101,34,115,184.8,127.4,17.8,,,,976,72,13.6,133,57.2,18.6,,,,1860.625,76.25,15.285714285714286,270.75,164.25,41.875,,,,1032,39.4,57.04,110.16,47.2,14.8,,,
2017-04-07 01:00:00,687.8787878787879,43.36363636363637,40.21212121212121,94.09375,50.4375,8.625,,,,1052,33.5,117,185.75,136.5,17.5,,,,820.6,63,23.2,101.8,53.4,21,,,,1911.25,81.75,16,275.625,175.125,45.5,,,,1140,48.84,47.56,118.52,50.64,15.72,,,
2017-04-07 02:00:00,693.75,46.15625,36.75,102.12903225806451,53.38709677419355,8.516129032258064,,,,1047.5,34.25,118.75,196,116.75,17.5,,,,729.2,51.4,43.4,85.8,48.4,28.8,,,,1762.375,76.875,18.125,277.25,186.75,50.5,,,,1092,46.6,52.4,124.64,59.6,14.76,,,
2017-04-07 03:00:00,742.4242424242424,45.60606060606061,39,103.34375,57.90625,9.75,,,,985.75,32.75,132.5,189.75,109.75,17.75,,,,660.4,55.5,56.4,85.4,45,30,,,,1681,58.75,25.875,278.375,206.5,39.875,,,,1120,42.68,58.76,126.36,65.24,16,,,
2017-04-07 04:00:00,751.5151515151515,44.09090909090909,45.72727272727273,101.78787878787878,59.875,10.935483870967742,,,,936.25,29.666666666666668,147.75,172,111.33333333333333,18.75,,,,641.2,47.2,60,67.2,37.6,37.5,,,,1601.125,50.75,37.375,288.125,216.75,37.625,,,,1200,39.333333333333336,65.66666666666667,120.43478260869566,67.875,17.25,,,
2017-04-07 05:00:00,737.5,38.75,57.8125,102.41935483870968,60.266666666666666,11.75,,,,948,27.5,156.5,170,119.25,17.333333333333332,,,,587.6,37,79.2,54.4,32.2,41,,,,1694.375,58,57.375,300.875,243.375,44.375,,,,1172,35,77.36,103.13636363636364,64.64,17.6,,,
2017-04-07 06:00:00,730.3030303030303,38.81818181818182,67.06060606060606,105.125,63.58064516129032,11.909090909090908,,,,966.4,32,161.25,181.2,111.8,17.4,,,,517.6,30,91.8,58.4,31.4,30.2,,,,1698.5,59.625,82.5,322.125,248.5,45.75,,,,1120,32.16,89.44,89.95833333333333,59.68,16.2,,,
2017-04-07 07:00:00,739.3939393939394,38.515151515151516,75.39393939393939,109.3125,70.03225806451613,12.121212121212121,,,,956.6,31.4,165.4,170.8,97.2,17.2,,,,500.4,28,101,63.8,36.4,28.2,,,,1546.625,48,110.375,273.125,218.125,41.875,,,,956,28.92,101.76,89.91304347826087,57.8,14.72,,,
2017-04-07 08:00:00,755.8823529411765,39.85294117647059,82.26470588235294,120.29411764705883,76.45454545454545,11.941176470588236,,,,801,33.8,149.4,129.6,72.2,17.4,,,,491,24.2,113.6,65,38.8,16.2,,,,1400.875,40.5,125.125,254.5,194.25,37,,,,872,28.96,110.92,96.45833333333333,57.4,14.2,,,
2017-04-07 09:00:00,775.7575757575758,42.81818181818182,87.18181818181819,130.375,83.71875,11.15625,,,,471.8,26,137.4,89.2,39.2,14,,,,504.8,26.4,115,71.8,43.2,15.2,,,,1339.625,36.75,129.5,234,174.75,35.875,,,,913.0434782608696,32.04347826086956,116.69565217391305,97.54166666666667,62.708333333333336,14.956521739130435,,,
2017-04-07 10:00:00,803.030303030303,46.125,87.78787878787878,132.0909090909091,87.42424242424242,10.454545454545455,,,,447.4,23.4,133.4,59.8,24.4,12.6,,,,555.2,30.6,106.8,87.4,48.4,14,,,,1250.625,35.5,130.75,214.75,160.625,35.5,,,,975,39.083333333333336,109.66666666666667,102.91666666666667,66.08,15.5,,,
2017-04-07 11:00:00,830.3030303030303,52.03030303030303,83.63636363636364,137.0909090909091,91.75757575757575,9.363636363636363,,,,540.4,29.4,116.6,46.2,24.8,13.6,,,,605.2,30.8,102.8,87,50.2,12.8,,,,1256.375,37.125,128.5,208.125,152.375,37.625,,,,1084,45.04,103.36,111.41666666666667,66.52,15.52,,,
2017-04-07 12:00:00,894.1176470588235,62.35294117647059,67.17647058823529,144.7058823529412,94.88235294117646,7.764705882352941,,,,590.8,39.2,94,39.6,25.6,17,,,,677.2,32,99.8,95.8,53,10,,,,1286.75,40,118,200.125,146.5,38,,,,1304,57.28,86.12,118.8,68.04,16.12,,,
2017-04-07 13:00:00,973.5294117647059,74.3529411764706,45.911764705882355,158.5,99.73529411764706,7.323529411764706,,,,608.4,38.8,85,46,26.8,17.6,,,,832.6,37.2,93.2,118.2,63.2,9.6,,,,1274.25,45,102.625,202.625,141.5,36.875,,,,1444,79.92,55.12,133.25,70.2,16.96,,,
2017-04-07 14:00:00,1000,87.3529411764706,28.058823529411764,166.66666666666666,105.94117647058823,7.117647058823529,,,,641.4,36.6,75.4,71.2,35.2,17.2,,,,956,52,66.8,140,81.4,11.4,,,,1334.25,52.75,83.125,220.125,152,36.25,,,,1516,90.8,38.32,141.84,76.16,18.4,,,
2017-04-07 15:00:00,1029.4117647058824,93.91176470588235,16.794117647058822,167.38235294117646,110.02941176470588,7.029411764705882,,,,685.4,36.8,65.2,58.4,36.6,17.8,,,,1373.6,77.4,30.6,157.2,96,15.4,,,,1429.125,52.125,75.375,253.125,178.125,37,,,,1492,94.16,30.96,146.45833333333334,79.76,17.84,,,
2017-04-07 16:00:00,1064.7058823529412,95,12.323529411764707,166.26470588235293,113.97058823529412,6.735294117647059,,,,659.4,35.2,61.4,61.2,32.4,17.4,,,,1853.8,95.8,11.2,177.6,98.8,19.2,,,,1519.75,46.5,78.5,268.125,197,38,,,,1620,96.48,26,145.75,82.04,19.56,,,
2017-04-07 17:00:00,1051.4285714285713,91.54285714285714,11.514285714285714,166,116.14285714285714,6.828571428571428,,,,686.2,36.4,52.2,76,44.4,18.8,,,,2191.2,94.6,8.2,185.8,114,23.4,,,,1595.875,43.625,68.375,250,180.125,37.5,,,,1968,97.72,21.84,145.72,88.24,20.4,,,
2017-04-07 18:00:00,1057.142857142857,89.14285714285714,10.428571428571429,166.87878787878788,117.14285714285714,6.685714285714286,,,,754.2,38,47.2,78.4,57,18.2,,,,2402.2,86.6,11.8,182.6,110.6,27.8,,,,1427.5,41.375,69.5,255.75,177.875,37,,,,1896,99.48,19.583333333333332,148.56,93.6,19.88,,,
2017-04-07 19:00:00,1040,86.88571428571429,9.971428571428572,163.24242424242425,115.94285714285714,6.771428571428571,,,,624.6,28.8,52.8,61.4,38.2,16.2,,,,2603,92,6.2,176.2,97,32,,,,1508.125,42.75,59.25,258.625,182.5,38.125,,,,1792,105.28,13.347826086956522,161.84,93.44,19.56,,,
2017-04-07 20:00:00,1034.2857142857142,86.11428571428571,9.142857142857142,169.78787878787878,118.11428571428571,6.571428571428571,,,,504,19.8,67,34.4,25.4,14.8,,,,2714.4,90,8.4,179.6,111.4,34,,,,1579.25,42.875,49.125,248,178.375,37.125,,,,1740,106.68,9.681818181818182,178.32,94.68,18.36,,,
2017-04-07 21:00:00,1020,87.6,10.333333333333334,175.0909090909091,119.17142857142858,6.857142857142857,,,,390.8,16,71.4,52.8,27.2,12.2,,,,2306.6,94.6,5.6,184.6,108.4,31.2,,,,1444,47,46.875,277.375,190.5,41.25,,,,1784,105.4,9.380952380952381,178.76,96.28,17,,,
2017-04-07 22:00:00,1051.4285714285713,86.05714285714286,7.857142857142857,171.41935483870967,117.58823529411765,6.6,,,,322,13.6,65.2,222,23.6,10.8,,,,1267.8,76.8,15,142.6,84,20.8,,,,1448.25,49.25,43.5,285.875,189,37.75,,,,1920,104.2,8.15,172.08333333333334,98.4,16,,,
2017-04-07 23:00:00,1062.857142857143,86.65714285714286,7.142857142857143,175.41935483870967,122.54285714285714,6.457142857142857,,,,328,12.4,70,241,23.4,10.2,,,,987.4,65.8,21,128.2,69.4,17.4,,,,1463.25,47.25,39.375,287.5,190.25,35,,,,2060,105.84,6.333333333333333,165.96,100.44,16.76,,,
2017-04-08 00:00:00,1014.2857142857143,79.51428571428572,11.257142857142858,169.6451612903226,116.65714285714286,7.057142857142857,,,,339.6,13.4,78.4,145.6,21.5,10.4,,,,567.4,42.2,47,86.2,43.8,15.6,,,,1441.375,42.75,43.875,261.875,183.125,32.5,,,,2224,107.88,5.714285714285714,165.96,100.72,18.36,,,
2017-04-08 01:00:00,897.1428571428571,68.22857142857143,17.057142857142857,151.6969696969697,102.17142857142858,7.485714285714286,,,,360.8,14.6,84.6,97,18.6,9,,,,363.4,17.8,81.6,132,26.6,8.2,,,,1421,39.25,55.875,211.125,150.125,28.625,,,,2096,107.24,6.708333333333333,175.875,106.68,21.6,,,
2017-04-08 02:00:00,872.7272727272727,59.72727272727273,27,136.2258064516129,93.54545454545455,9.787878787878787,,,,387.8,15.8,83.4,71,19.4,8,,,,317.4,16.8,85.6,106,20,6.2,,,,1438.75,41.75,46,201.25,150,27.125,,,,2144,96.6,9.958333333333334,162.3913043478261,109.2,23.12,,,
2017-04-08 03:00:00,821.875,47.0625,40.9375,115.28125,74.34375,12.75,,,,388,16.6,95.4,50.6,13,7.6,,,,383.25,14.8,87.4,67.8,12.8,5.4,,,,1426,48.625,38.375,210,147.75,27.375,,,,2337.5,77.33333333333333,21.416666666666668,140.65,106.91666666666667,27.708333333333332,,,
2017-04-08 04:00:00,744.1176470588235,37.8235294117647,51.85294117647059,101.55882352941177,56,12.588235294117647,,,,376.2,14.4,102.4,40.8,10.4,7.2,,,,303.8,14.2,88.2,45.2,10.4,5.2,,,,1437.75,51.25,32.875,199.625,133.25,25.875,,,,1954.1666666666667,56.333333333333336,34.875,127.52631578947368,88.79166666666667,26.791666666666668,,,
2017-04-08 05:00:00,663.6363636363636,33.75757575757576,59.93939393939394,93.54545454545455,42.90909090909091,11.303030303030303,,,,328.8,12.6,107.6,34.6,8,7.2,,,,330.8,12.6,91.6,41.8,8.4,5,,,,1309.5714285714287,43.285714285714285,41.285714285714285,160.14285714285714,108.28571428571429,25,,,,1404.1666666666667,42.958333333333336,46.083333333333336,90.3157894736842,60.125,23.125,,,
2017-04-08 06:00:00,591.1764705882352,31.61764705882353,64.20588235294117,84.82352941176471,34.911764705882355,9.5,,,,327.6,12.6,111.6,24.2,6,7,,,,333.4,12.4,94,34,8,4.4,,,,1639.857142857143,47.714285714285715,41.857142857142854,165.71428571428572,121.85714285714286,25,,,,1308.695652173913,37.75,54.25,113.95,42.208333333333336,20.041666666666668,,,
2017-04-08 07:00:00,523.5294117647059,29.91176470588235,69.02941176470588,86.1470588235294,32.35294117647059,8.294117647058824,,,,399.25,12,113.6,22.6,8,7,,,,333,14.8,94.4,31.2,9,5,,,,1349.7142857142858,35.857142857142854,56.57142857142857,88.28571428571429,52.142857142857146,24,,,,1160.8695652173913,35.625,58.625,100.04166666666667,34.5,17.52173913043478,,,
2017-04-08 08:00:00,497.05882352941177,31.323529411764707,70.44117647058823,94.45454545454545,30.764705882352942,7.852941176470588,,,,396.75,12.6,117,20.4,9.75,6.4,,,,359.4,21,88.4,46,8.8,10.8,,,,955.25,27.375,58.25,79,42.125,23.625,,,,1058.3333333333333,34.458333333333336,62.416666666666664,97.43478260869566,29.583333333333332,16.17391304347826,,,
2017-04-08 09:00:00,505.88235294117646,34.3235294117647,68.05882352941177,93.75,30.272727272727273,7.235294117647059,,,,342.4,13.6,119.8,19,11,6.2,,,,366.6,19.4,91.6,39.2,9.6,8.8,,,,850.625,26.375,55.25,70.75,38.25,22.5,,,,960.8695652173913,36.08695652173913,64.29166666666667,100.78260869565217,24.291666666666668,14.478260869565217,,,
2017-04-08 10:00:00,600,37.03030303030303,66,104.29411764705883,35.15151515151515,7.470588235294118,,,,344.75,14.75,116,29.75,11.25,9.75,,,,373,21.4,91.6,47,11.4,8.8,,,,756.75,25.875,54.125,60.875,34.75,22.25,,,,895.6521739130435,35.625,64.41666666666667,95.79166666666667,19.916666666666668,13.833333333333334,,,
2017-04-08 11:00:00,758.8235294117648,42.88235294117647,59.529411764705884,129.35294117647058,43.72727272727273,8.235294117647058,,,,349,16,110.25,33.75,10.5,10.5,,,,414.8,30.4,78.6,49.6,16.4,13.6,,,,708.75,26.375,53.5,59.375,30.375,22,,,,930.4347826086956,38.916666666666664,63.583333333333336,93.20833333333333,19.416666666666668,14.041666666666666,,,
2017-04-08 12:00:00,1082.857142857143,54.114285714285714,44.285714285714285,133.11428571428573,59.529411764705884,9,,,,393.8,16.4,104,37.8,13.2,10.2,,,,445,40.8,67.2,50.4,16.4,9.8,,,,712.75,34.125,42.875,53.375,30.625,22.25,,,,904.3478260869565,44.333333333333336,60.791666666666664,105.04166666666667,22,15.541666666666666,,,
2017-04-08 13:00:00,1205.7142857142858,63.628571428571426,28.942857142857143,151.76470588235293,71.08571428571429,7.428571428571429,,,,396,17,101,38.6,14.2,9.6,,,,690.6,64.8,43,68.2,18.8,13.2,,,,705.75,38.875,37.25,53.75,30.875,21.75,,,,850,52.375,50.958333333333336,94.54166666666667,22.52173913043478,16.708333333333332,,,
2017-04-08 14:00:00,1238.235294117647,71,12.941176470588236,133.58064516129033,81.02941176470588,5.970588235294118,,,,384,15,100,39.8,17.2,9.2,,,,982.8,89.6,18,90.6,22.4,19.4,,,,720,36.125,39.75,49.625,30.375,21.375,,,,872,64.04,35.24,96.04,24.52,17.2,,,
2017-04-08 15:00:00,1174.2857142857142,68.6,8.257142857142858,126.14285714285714,77.97142857142858,5.257142857142857,,,,393.6,15.6,93.8,29.6,14.4,8.4,,,,1114.2,95.4,11,110.6,33.6,24,,,,832.375,38.5,33.625,57,32.625,23.5,,,,920.8333333333334,74.70833333333333,23.625,101.08333333333333,26.916666666666668,17,,,
2017-04-08 16:00:00,1137.142857142857,66.48571428571428,5.885714285714286,111.33333333333333,77.08571428571429,4.457142857142857,,,,398,16,88.4,28.2,15.2,11,,,,1091.4,96.2,5.4,98,40,20.4,,,,869.875,42.25,29.5,55.75,28.75,24.25,,,,964,83.44,14.88,106.70833333333333,32.56,18.96,,,
2017-04-08 17:00:00,1068.5714285714287,64.71428571428571,4.828571428571428,100.93103448275862,71.94285714285714,4.0285714285714285,,,,394.8,15.4,87.6,27.2,14.4,10.8,,,,1243,88.6,6,103.2,37.6,27.6,,,,816,44.5,28.75,54.875,25.5,26.375,,,,1028,86,10.2,110.68,37.44,17.4,,,
2017-04-08 18:00:00,1050,62.44117647058823,3.911764705882353,101.17857142857143,69.61764705882354,10.470588235294118,,,,392,13,85.6,26,16,7.6,,,,1317.4,79.8,7.6,110.2,35.6,32.6,,,,830.375,46.25,30.125,47.25,23.25,27.5,,,,1044,86.56,7.875,119.5,41.16,17.88,,,
2017-04-08 19:00:00,1020,59.94285714285714,4.3428571428571425,101.36363636363636,68.62857142857143,5.2,,,,388.8,12.4,80.6,28.8,15,6.4,,,,1498,75.2,10.8,117.4,40,31,,,,850.25,40.5,36.375,44,22.75,25.75,,,,1100,84.36,6.583333333333333,113.20833333333333,50.2,19.16,,,
2017-04-08 20:00:00,1002.8571428571429,60.82857142857143,4.571428571428571,97.42857142857143,68.42857142857143,3.8285714285714287,,,,392,13.2,74.2,23,17.25,6.8,,,,1427.2,74.8,7.8,117.8,40.2,25.8,,,,844.875,43,32.875,44.125,21.375,27.25,,,,1116,82.64,7.636363636363637,105.47826086956522,51.2,23.72,,,
2017-04-08 21:00:00,1002.8571428571429,58.82857142857143,6.161290322580645,103.72413793103448,67.11428571428571,3.8285714285714287,,,,383.6,11.8,72,18.2,15.2,6.4,,,,1384.2,71.8,7.8,124,38.2,31.2,,,,976.75,38.875,36,44.375,22.25,28.5,,,,1124,82.76,6.045454545454546,105.95833333333333,50.2,24.44,,,
2017-04-08 22:00:00,1060,60.142857142857146,5.428571428571429,100.6470588235294,67.11428571428571,4.257142857142857,,,,376,11.4,70,23.6,14,6.4,,,,1221.6,77.8,4.6,105,38.4,47,,,,974.875,42,28.75,48.125,23.875,28.125,,,,1148,82.08,5.476190476190476,113.375,54.08,25.28,,,
2017-04-08 23:00:00,1094.2857142857142,62.51428571428571,5.2,107.2,67.97142857142858,4.057142857142857,,,,397,13,64.4,24,15.8,11.2,,,,1031.8,73.6,8.2,85.8,33.4,27.2,,,,950.5,47.875,20.125,46.625,27.125,28.125,,,,1232,79.64,5.2727272727272725,117.44,67.2,26.6,,,
2017-04-09 00:00:00,1122.857142857143,64.2,5.314285714285714,129.4,69.71428571428571,4.571428571428571,,,,441,19.4,54.8,37,15.75,19.2,,,,1206.8,68.8,16.4,88,32.8,25.2,,,,1070.125,49.75,16.375,64,29.5,28.75,,,,1380,78.56,6.045454545454546,121.08333333333333,64.64,25.32,,,
2017-04-09 01:00:00,1105.8823529411766,65.3529411764706,8.352941176470589,124.66666666666667,74.11764705882354,7.029411764705882,,,,494,23.8,56.8,49.4,13.4,22.4,,,,820.6,57,34.6,70.8,24.6,18,,,,1118,48.625,18.25,59.125,30.875,34.875,,,,1592,78.56,7.666666666666667,143.41666666666666,66.64,26.52,,,
2017-04-09 02:00:00,1052.9411764705883,64.17647058823529,17,105.96551724137932,74.67647058823529,11.558823529411764,,,,582.4,28,59.4,48.4,11,17.4,,,,483,18,77.2,49.4,14.8,7.8,,,,1083,50.375,21.125,76.875,31.125,39.75,,,,1844,77.92,13.875,152.56,71.8,31.76,,,
2017-04-09 03:00:00,1055.8823529411766,57.705882352941174,32.3235294117647,105,65.97058823529412,15.441176470588236,,,,559.4,27.6,75.2,53.6,11.4,16.8,,,,407,12.4,87,38.6,10.2,5.6,,,,961.125,49.75,32.75,73.5,30,39.875,,,,2100,68.2,27.04,144.04166666666666,70.6,34.92,,,
2017-04-09 04:00:00,911.7647058823529,48.705882352941174,51.470588235294116,88.03703703703704,60.76470588235294,13.676470588235293,,,,633.6,26,88.8,69.2,16.8,21.2,,,,365.8,10.6,91.2,22.4,7.6,5.6,,,,853.875,43.5,46.875,73.25,29.75,36.5,,,,2024,58.16,46.28,119,65.32,35.6,,,
2017-04-09 05:00:00,741.1764705882352,38.23529411764706,71.11764705882354,80.24,56.411764705882355,10.323529411764707,,,,498,20.6,97.8,65.2,16.6,13.6,,,,368.4,15.8,87.4,36.6,9.4,9.2,,,,664.5,22.5,77.625,57.125,21.5,30.875,,,,2064,53.48,56.72,106.65217391304348,62.76,37.8,,,
2017-04-09 06:00:00,673.5294117647059,32.35294117647059,86.88235294117646,82.44,56.911764705882355,8.558823529411764,,,,521.6,17.2,105.25,51.2,12.2,15.2,,,,373.2,17.2,90.4,43.2,10,9.6,,,,584.375,13.375,89.875,54,16.625,28.75,,,,1979.1666666666667,52.791666666666664,61.958333333333336,105.86363636363636,55.333333333333336,35.791666666666664,,,
2017-04-09 07:00:00,655.8823529411765,30.147058823529413,98.1470588235294,76.32,58.35294117647059,8.176470588235293,,,,545.6,16.4,112.5,47,11.8,17.8,,,,358.6,14.6,93.2,26.6,7.2,6.6,,,,548.75,11.75,92.375,48.875,15.875,27,,,,1875,50.708333333333336,65.04166666666667,110.45,52.75,32.375,,,
2017-04-09 08:00:00,650,28.294117647058822,105.47058823529412,86,57.85294117647059,8.176470588235293,,,,599.8,18.8,113.25,52,16.4,19.2,,,,363.4,16.2,94,22.8,7.6,15.2,,,,543,13.875,91.375,46.25,16.5,26.375,,,,1582.608695652174,45.69565217391305,70.21739130434783,76.85,47.869565217391305,26.52173913043478,,,
2017-04-09 09:00:00,705.7142857142857,29.37142857142857,105.31428571428572,91.29411764705883,60.05882352941177,9,,,,593,21.4,113.25,54.8,23,15.2,,,,374,19.4,92.4,18.4,8.4,27,,,,553.25,14.5,91.625,47.25,16.25,27.125,,,,1258.3333333333333,41.583333333333336,73.41666666666667,65.45454545454545,39.125,22.375,,,
2017-04-09 10:00:00,731.4285714285714,30.37142857142857,103.31428571428572,93.15151515151516,61.457142857142856,9,,,,677.8,25,104,65.4,26.6,18.6,,,,395.8,22.8,91.6,23.4,7.8,24.2,,,,583.75,17.5,89.375,48.375,17.125,26.625,,,,1195.6521739130435,41.78260869565217,74.78260869565217,69.52173913043478,32.73913043478261,20.391304347826086,,,
2017-04-09 11:00:00,740,34.4,94.14285714285714,100.125,64.51428571428572,8.82857142857143,,,,787.6,28.4,102.6,77.6,31.2,21,,,,449.2,29.8,86.4,27.2,10.2,30.8,,,,610,21.25,82.125,56.5,19.5,27.125,,,,1126.0869565217392,41.52173913043478,72.78260869565217,68.30434782608695,32.68181818181818,17.782608695652176,,,
2017-04-09 12:00:00,735.2941176470588,40.885714285714286,81.71428571428571,93.62068965517241,62.91428571428571,8.371428571428572,,,,1142.2,39.8,91.2,103.8,37,33.6,,,,524.6,39,77.4,33.6,11.4,36,,,,668.75,30.375,66,65.875,22.875,28.75,,,,1220.8333333333333,46.43478260869565,65.41666666666667,83.17391304347827,31.083333333333332,19.625,,,
2017-04-09 13:00:00,691.1764705882352,45.34285714285714,68.91428571428571,92,56.628571428571426,8.257142857142858,,,,1137.4,46.2,83,133,48.8,30.4,,,,538.8,29.4,83.8,37,15,17.6,,,,714.625,38,55.125,79,24,34.125,,,,1241.6666666666667,58.375,49.708333333333336,93.58333333333333,35.583333333333336,19.291666666666668,,,
2017-04-09 14:00:00,658.8235294117648,49.542857142857144,54.94285714285714,92.4,56.08571428571429,8.4,,,,1349.6,51,77.8,155.4,67.4,29,,,,561.8,29.4,80.4,35.4,14.6,9.8,,,,723.625,41.25,46.75,82.25,29.625,33.625,,,,1170.8333333333333,66.75,35.875,94.54166666666667,36.583333333333336,19.583333333333332,,,
2017-04-09 15:00:00,633.3333333333334,54.588235294117645,42.470588235294116,90.76470588235294,54.38235294117647,8.5,,,,1512.6,54.2,73.8,176.6,86,33.2,,,,636,39,70.6,35.6,14.8,12.8,,,,780.875,49,35.125,92.875,31.125,51.25,,,,1141.6666666666667,73.70833333333333,23.25,98.375,38.291666666666664,22.291666666666668,,,
2017-04-09 16:00:00,632.3529411764706,57.51428571428571,34.542857142857144,96.36363636363636,54.857142857142854,9.085714285714285,,,,1518.8,54.4,66.2,208.6,98.4,30.4,,,,551.8,44,61.8,33.2,15.2,12.4,,,,798.5,48.25,37.25,88.875,35.25,53.25,,,,1166.6666666666667,81.33333333333333,14.25,101.75,43.958333333333336,25.958333333333332,,,
2017-04-09 17:00:00,644.1176470588235,61.48571428571429,27.857142857142858,102.48571428571428,57.17142857142857,9.228571428571428,,,,1271.4,50.4,63,167.6,65.4,24.2,,,,694.6,60.2,35.6,41,18,16.8,,,,853,48.625,32.625,93.625,34.875,61.375,,,,1237.5,82.25,12.5,105.25,47.125,33.708333333333336,,,
2017-04-09 18:00:00,660.6060606060606,62.029411764705884,22.147058823529413,101.88235294117646,59.11764705882353,8.794117647058824,,,,1050.4,44.2,53.4,141.4,59.2,17.8,,,,805.2,76.6,13.8,54.2,24,24,,,,896.625,51.375,25.75,91.375,39.75,70.875,,,,1341.6666666666667,81.70833333333333,12,99.81818181818181,47.708333333333336,33.666666666666664,,,
2017-04-09 19:00:00,657.5757575757576,63.8235294117647,16.38235294117647,102.67647058823529,61.26470588235294,9.264705882352942,,,,950.6,35.8,55.2,129.6,50,13.8,,,,927,89,4.8,65,27.6,25.6,,,,916.625,54.375,17.75,107.5,54.25,65.75,,,,1304.1666666666667,81.41666666666667,10.521739130434783,108.41666666666667,54.958333333333336,32.958333333333336,,,
2017-04-09 20:00:00,658.8235294117648,65.45714285714286,13.257142857142858,100.42857142857143,62.42857142857143,9.2,,,,900.2,27,59.8,100.6,47.6,11.2,,,,1013.8,87.6,3.6,77.2,30.6,27.6,,,,903.75,55.375,15.625,94.125,45.5,53.875,,,,1370.8333333333333,80.70833333333333,10.73913043478261,111.625,59.458333333333336,32,,,
2017-04-09 21:00:00,673.5294117647059,68.4,8.757575757575758,106,64.48571428571428,9.085714285714285,,,,852.2,24.8,58.6,93,44,10,,,,1546.6,85.6,3,93,34,36,,,,823.25,56.5,15.625,84.875,35.125,58.375,,,,1425,78.125,11.666666666666666,119.70833333333333,61.291666666666664,32.875,,,
2017-04-09 22:00:00,691.1764705882352,68.31428571428572,7.714285714285714,106.5,65.05714285714286,8.628571428571428,,,,847.4,23.2,56.8,89.8,43.2,9,,,,1870.8,83.6,3,95.6,41,38.8,,,,831.125,56.5,14.25,87.125,33.25,54.75,,,,1537.5,76.70833333333333,11.181818181818182,121.66666666666667,65.04166666666667,34.916666666666664,,,
2017-04-09 23:00:00,729.4117647058823,69.14285714285714,6.742857142857143,114.76470588235294,65.34285714285714,8.657142857142857,,,,818.2,23.6,55.2,92.6,45.2,10.4,,,,1817.4,85.2,3,108.2,40.6,44.4,,,,884.75,57,12.5,85.625,34.875,51.5,,,,1470.8333333333333,73.04166666666667,13.85,120.20833333333333,64.41666666666667,33.791666666666664,,,
2017-04-10 00:00:00,788.2352941176471,69.88571428571429,5.8,129.2941176470588,67.34285714285714,9.771428571428572,,,,878,30.8,45.4,105.2,45.8,20.2,,,,2058,84.4,5,137.4,47.8,44.2,,,,1077.75,60,13,99,37.75,50.125,,,,1475,74.04166666666667,11.4,121.5,68.29166666666667,33.541666666666664,,,
2017-04-10 01:00:00,870.5882352941177,71.05714285714286,10.028571428571428,137.96969696969697,72.34285714285714,14,,,,959.2,37.8,45.6,115,43.6,27.2,,,,2429.8,86.2,10.4,148,54.6,69.2,,,,1114,58.125,17.75,117.125,38.125,52.125,,,,1558.3333333333333,76.25,11.5,132.875,75.125,35.958333333333336,,,
