Timestamp (UTC),Beijing co,Beijing no2,Beijing o3,Beijing pm10,Beijing pm25,Beijing so2,Beijing pressure,Beijing windSpeed,Beijing windBearing,Zhangjiakou co,Zhangjiakou no2,Zhangjiakou o3,Zhangjiakou pm10,Zhangjiakou pm25,Zhangjiakou so2,Zhangjiakou pressure,Zhangjiakou windSpeed,Zhangjiakou windBearing,Qinhuangdao co,Qinhuangdao no2,Qinhuangdao o3,Qinhuangdao pm10,Qinhuangdao pm25,Qinhuangdao so2,Qinhuangdao pressure,Qinhuangdao windSpeed,Qinhuangdao windBearing,Shijiazhuang co,Shijiazhuang no2,Shijiazhuang o3,Shijiazhuang pm10,Shijiazhuang pm25,Shijiazhuang so2,Shijiazhuang pressure,Shijiazhuang windSpeed,Shijiazhuang windBearing,Tianjin co,Tianjin no2,Tianjin o3,Tianjin pm10,Tianjin pm25,Tianjin so2,Tianjin pressure,Tianjin windSpeed,Tianjin windBearing
2017-03-31 11:00:00,267.6470588235294,24.264705882352942,87.27272727272727,36.14705882352941,13.323529411764707,2.9411764705882355,1016.06,4.7,126,415,15.6,104,41.4,16.2,6,1016.12,1.83,60,722.2,31.8,120.8,61.2,36.2,14.6,1016.74,2.29,151,711,20.5,85.625,73.125,37.375,14,1016.01,2.24,131,595.6521739130435,19.25,111.625,51.13333333333333,24.833333333333332,8.166666666666666,1016.52,11.19,0
2017-03-31 12:00:00,297.05882352941177,32.205882352941174,75.0909090909091,44.94117647058823,14.088235294117647,2.9705882352941178,1015.74,2.57,146,436.6,19,101,35.8,19.2,9,1015.89,1.77,48,1029.4,49.8,93,78.2,41.6,17.4,1016.53,2.53,159,865.5,31.625,93.25,124.75,48.375,22,1015.66,6.72,140,666.6666666666666,26.75,102.84,45.38095238095238,23.041666666666668,8.64,1016.21,6.72,20
2017-03-31 13:00:00,379.4117647058824,46,59.24242424242424,66.05882352941177,20.61764705882353,3.5294117647058822,1015.68,2.08,161,513.4,24.2,87.8,40.2,17.2,13,1015.98,1.79,33,1294.8,60.8,75,101.8,50.4,21.2,1016.54,2.6,166,954.5,40.125,74.75,144.75,71.75,29.375,1015.61,6.72,140,729.1666666666666,42.24,80.96,61.82608695652174,24.916666666666668,11.28,1016.14,4.48,350
2017-03-31 14:00:00,473.52941176470586,50.76470588235294,57.121212121212125,80.27272727272727,31.176470588235293,5.823529411764706,1015.89,3.11,170,563,28,73.2,51.6,20.8,11.2,1016.35,1.88,20,1429.2,64.6,61.6,115.4,69.2,21.4,1016.78,2.49,172,1015.875,44.75,68.875,147.625,75.125,37,1015.84,6.72,161,958.3333333333334,64.2,55.64,92.48,35.25,14.52,1016.31,6.72,270
2017-03-31 15:00:00,475.75757575757575,51.36363636363637,53.515151515151516,79.90625,36.333333333333336,6.424242424242424,1016.29,2.08,150,558,29.2,69.8,63.4,36.2,11,1016.9,1.99,10,1551.6,81.8,38.6,128,78,24.8,1017.16,2.23,179,1038.375,44.625,69.5,146.875,72.375,37,1016.29,4.48,180,972,73.96,41.52,98.28,45.08,24.4,1016.67,6.72,251
2017-03-31 16:00:00,526.4705882352941,59.35294117647059,41.05882352941177,87.18181818181819,38.64705882352941,6.852941176470588,1016.78,4.15,320,553.8,29.4,67.4,53.4,18.2,10.6,1017.48,2.08,4,1742.8,96,22.6,137.8,76,31.6,1017.6,1.87,186,984.875,38.375,74.375,147.125,75.875,31.25,1016.84,6.72,191,936,71.2,41.56,105.52173913043478,49.56,26.04,1017.13,6.72,251
2017-03-31 17:00:00,600,65.36363636363636,29.545454545454547,89.96875,42.60606060606061,7.363636363636363,1017.25,4.15,251,738,40.2,47.6,67.8,26.4,22.8,1017.97,2.13,2,1802.8,105.2,11.2,146.8,70.2,31.6,1017.99,1.45,192,994.125,46,58.75,137,78.625,29.125,1017.36,6.72,200,948,62.84,48.08,102.3913043478261,56.2,22.4,1017.56,4.48,251
2017-03-31 18:00:00,588.2352941176471,69.17647058823529,20.91176470588235,86.82352941176471,43,13.264705882352942,1017.59,4.15,221,735,38.2,47,57,24.6,15.2,1018.27,2.18,4,1747.4,99.2,12.2,144.4,78.6,34.6,1018.26,1.03,197,1104.625,63.75,30.75,162.25,84.75,28,1017.73,6.72,221,996,61.88,50.36,112.58333333333333,58.48,24.16,1017.89,6.72,251
2017-03-31 19:00:00,585.2941176470588,69.55882352941177,16.941176470588236,88.44117647058823,42.911764705882355,6.181818181818182,1017.77,4.15,240,827.2,39.8,39.2,65,31.4,11.8,1018.35,2.28,9,1657.8,94.4,11.6,134.4,65,39.2,1018.36,0.68,201,1260.25,67.75,25,165.625,83.75,29.625,1017.89,4.48,221,1100,54.36,58.2,129.72,75.2,26.56,1018.05,11.19,251
2017-03-31 20:00:00,608.8235294117648,72.52941176470588,13.735294117647058,96.3529411764706,43.8235294117647,6.735294117647059,1017.76,2.08,200,642.8,31.6,58.8,53.8,45,10.2,1018.24,2.49,15,1652.4,96.6,7.8,120.4,67.6,29.2,1018.3,0.41,202,1284.875,63.125,25.125,138.375,64,30.75,1017.85,6.72,240,1080,50.28,57.68,130.20833333333334,80.2,26.68,1018.02,11.19,260
