Timestamp (UTC)	Zhangjiakou co	Zhangjiakou no2	Zhangjiakou o3	Zhangjiakou pm10	Zhangjiakou pm25	Zhangjiakou so2
2017-04-21 02:00	479	15.6	97.6	23.6	11.2	7.8
2017-04-21 03:00	441.4	9.2	108.2	22.2	10.8	8
2017-04-21 04:00	415	8	112.4	23.6	8.2	7.5
2017-04-21 05:00	409.4	7.2	116.2	24	8	7.75
2017-04-21 06:00	399.4	6.8	116.6	23	8	8.5
2017-04-21 07:00	412.4	6.8	120.2	27.4	8.2	7.6
2017-04-21 08:00	397.2	8.25	119.2	41.8	11.2	7.6
2017-04-21 09:00	408.4	7.8	120.4	23.6	10.4	8.8
2017-04-21 10:00	444.5	11.8	116.8	28	11.2	10.4
2017-04-21 11:00	481	23.6	99.4	44.8	24	11.4
2017-04-21 12:00	703	46	71.4	63.8	30.2	12.6
2017-04-21 13:00	667	56	40.75	131.25	27.5	15
2017-04-21 14:00	596	46.25	45.75	138.75	29.25	14
2017-04-21 15:00	515.75	33.5	52	85.5	30.5	11
2017-04-21 16:00	478	28.75	50.5	69.75	30.25	9
2017-04-21 17:00	437.5	25.25	54.5	61.25	25.25	8.25
2017-04-21 18:00	423.25	19.5	58.75	46.5	22.25	7.5
2017-04-21 19:00	431.5	17.25	59.5	46.25	17.5	6.75
2017-04-21 20:00	391.5	14.25	63.5	39.25	14.25	5.75
2017-04-21 21:00	394	14	62.25	41.25	15.25	5.5
2017-04-21 22:00	409.75	16	58.25	46.25	17.5	5.25
2017-04-21 23:00	471.5	20.75	55.25	55.5	20.5	6.75
2017-04-22 00:00	556.5	25.25	56.75	71.75	19	8.25
2017-04-22 01:00	758.5	34	59	76.5	14.25	14.75
2017-04-22 02:00	571.6	27.8	81.8	79.5	12.75	27.4
2017-04-22 03:00	736.4	32.4	95.4	82	16.8	26.8
2017-04-22 04:00	736.4	28.4	106.4	96.2	19.2	25.6
2017-04-22 05:00	669.6	26.8	112.2	104	18.4	24.2
2017-04-22 06:00	574.4	21.4	125.8	121.8	16.4	20.4
2017-04-22 07:00	434.8	14.2	135.2	212.2	16.4	14
2017-04-22 08:00	424.8	11.6	136.4	202	17.4	13.2
2017-04-22 09:00	434	12.2	139	132.8	17	14
2017-04-22 10:00	459.4	13.4	138.6	107.4	18.2	14.8
2017-04-22 11:00	480.4	15.2	123.2	123	20.4	13.6
2017-04-22 12:00	480.4	15.2	123.2	123	20.4	13.6
2017-04-22 13:00	430.2	12.8	100.6	174.4	27.4	8.2
2017-04-22 14:00	430.2	12.8	100.6	174.4	27.4	8.2
2017-04-23 00:00	475.6	15.6	77.8	59	13.2	7
2017-04-23 01:00	512.2	21.6	79.2	63	13.2	8.2
2017-04-23 02:00	524	22.6	84.8	62	10.2	10.8
2017-04-23 03:00	493.2	18.6	103.6	54	12.2	11.2
2017-04-23 04:00	459	13.4	122.2	48.2	9	11.4
2017-04-23 05:00	412.8	10.8	129.4	81	7.2	10.8
2017-04-23 06:00	401	6	129	81	8.6	11.6
2017-04-23 07:00	405.8	7.4	129.4	38.4	9.8	11.6
2017-04-23 08:00	414.8	9.6	129.6	42	9.8	12.6
2017-04-23 09:00	424.8	11.2	128.2	36.8	10.4	14
2017-04-23 10:00	455.2	14.8	125	41.6	10.2	14
2017-04-23 11:00	484.2	17.2	119	38.6	14	14
2017-04-23 12:00	567	23.6	95.2	48.6	17	14.8
2017-04-23 13:00	601.2	24.4	86.6	71	29.2	15.6
2017-04-23 14:00	557	26.8	85.4	76.2	27.4	15.6
2017-04-23 15:00	436.2	19.4	109.4	75.4	19.8	13.2
2017-04-23 16:00	470.2	15.4	109.4	69	20.2	12.2
2017-04-23 17:00	446.2	12.6	107.6	89.4	21.2	11.6
2017-04-23 18:00	403.6	9.6	109.6	89.6	23	10.6
2017-04-23 19:00	410.4	10.8	102.8	75.6	21.6	12.4
2017-04-23 20:00	409.8	11.6	95.4	67.2	20.2	11.2
2017-04-23 21:00	464.2	12.8	83.6	79.2	42	11.6
2017-04-23 22:00	529.4	14	75.6	71.4	25.6	11.2
2017-04-23 23:00	529.6	20.6	72.6	73	20	10.8
2017-04-24 00:00	581.6	25.4	76.6	84	15.4	10.6
2017-04-24 01:00	581.6	25.4	76.6	84	15.4	10.6
2017-04-24 08:00	391.6	9.4	122.8	57.4	14.75	7.8
2017-04-24 09:00	398.8	10.4	120.4	54.2	24.8	8.4
2017-04-24 10:00	420.2	12.4	117	55.4	22	8.8
2017-04-24 11:00	437.4	13	111.4	43.2	16.6	8.2
2017-04-24 12:00	455	14	102.2	41.2	20.2	8
2017-04-24 13:00	446.6	13.2	96.2	48.8	20.2	7.8
2017-04-24 14:00	424	10.8	91.6	43	18.8	6.6
2017-04-24 15:00	410.2	11	87.4	42.8	17.2	7
2017-04-24 16:00	412.2	10	84.4	35.2	14.8	7.8
2017-04-24 17:00	422.2	12.4	74.4	37.2	15.2	8.4
2017-04-24 18:00	426.8	13.2	72.2	40.2	13.8	7.6
2017-04-24 19:00	487	16	67.6	40.4	16	8.2
2017-04-24 20:00	430.2	16.4	66	52.2	20.4	8.2
2017-04-24 21:00	524.8	14.8	64.4	35	19.8	10
2017-04-24 22:00	609.8	18.6	58.6	39	18.8	10.8
2017-04-24 23:00	699.8	19.4	54.6	43.2	21	11.6
2017-04-25 00:00	647.6	19.6	59.4	54	17	9.8
2017-04-25 01:00	560.4	18.2	72.4	54.8	13	9.4
2017-04-25 02:00	470.4	16	86.8	58.2	11	8.4
2017-04-25 03:00	450.2	14.4	97.2	69.2	8.6	7.6
2017-04-25 04:00	440.4	12.8	102.4	48.4	10.4	8.8
2017-04-25 05:00	432.2	11.6	109	29.2	9.8	7.4
2017-04-25 06:00	425.4	10.2	111	40.5	6.75	6.4
2017-04-25 07:00	429.2	11.6	109.4	43.4	6.75	6.6
2017-04-25 08:00	429.2	11.6	109.4	43.4	6.75	6.6
2017-04-25 10:00	470.2	14.6	111	39.2	12.25	7.2
2017-04-25 11:00	470.2	14.8	104.4	67.2	38.8	7.2
2017-04-25 12:00	472.2	16.6	98	37	42.4	6.6
2017-04-25 13:00	479.6	20.2	89.4	54	30.2	8.4
2017-04-25 14:00	507.2	21	79.8	60.8	28.4	9.8
2017-04-25 15:00	518.4	23.4	74.4	50.2	22.8	10
2017-04-25 16:00	490	17.4	76.8	49.4	21.8	10
2017-04-25 17:00	473.8	19.4	69	69.6	21	10.2
2017-04-25 18:00	462.6	17	70.4	58.4	20.4	10
2017-04-25 19:00	461.6	16.2	65.2	34.2	21.6	9.6
2017-04-25 20:00	434.2	11.8	69.2	27.4	19	8.4
2017-04-25 21:00	451.4	12.4	66.4	30.2	17.6	9.2
2017-04-25 22:00	472.2	14.6	62.4	33.4	18	8.8
2017-04-25 23:00	536.8	18.2	58.4	39.4	15.6	9.6
2017-04-26 00:00	571.4	19.8	65	49.8	13.8	10.4
2017-04-26 01:00	571.6	20.4	78.8	49.8	11.2	10.6
2017-04-26 02:00	452.2	18.2	100.4	78.4	11.4	9.6
2017-04-26 03:00	419.8	12	117.8	97.2	13.4	5.75
2017-04-26 04:00	449.6	11	117.8	81.8	10.8	5.75
2017-04-26 05:00	428.6	10.6	120.6	64.2	16.8	5.6
2017-04-26 06:00	420.2	10.4	117.6	65.4	11.8	7.2
2017-04-26 07:00	417.6	10.6	119.4	57.8	14.2	7.2
2017-04-26 08:00	418.4	8.2	118.8	80.2	71.8	7.6
2017-04-26 09:00	430.4	8.4	118.8	76.6	10.8	8.8
2017-04-26 10:00	458	11	119.2	69	10.8	9.2
2017-04-26 11:00	474.4	13.2	116.8	47.4	11	9.4
2017-04-26 12:00	512.6	16.6	108.4	42.6	17	10.8
2017-04-26 13:00	530.4	20.8	95.2	44.2	20.2	12.2
2017-04-26 14:00	559.2	23.8	79.2	57	24.2	13.4
2017-04-26 15:00	611.2	29.6	66.4	63.2	27.6	13.6
2017-04-26 16:00	644	31.2	55.2	92	44.2	13.4
2017-04-26 17:00	594.6	27.2	56.2	76	31.2	12.4
2017-04-26 18:00	496.2	17.8	64.8	47.8	26	10.8
2017-04-26 19:00	474.4	14.8	68.6	40.6	21	10.4
2017-04-26 20:00	478	14.2	66.8	39	16.8	10.6
2017-04-26 21:00	490.6	14.6	63	32.8	16.6	11
2017-04-26 22:00	548.2	15.6	62.6	33.6	16.2	11.4
2017-04-26 23:00	691.4	22.8	59.8	39.2	20	12.6
2017-04-27 00:00	653.2	22.4	70.6	56.8	15	12.6
2017-04-27 01:00	653.2	22.4	70.6	56.8	15	12.6
2017-04-27 03:00	479.4	17.2	116.8	65.2	8.6	18.8
2017-04-27 04:00	637.2	14.5	123.4	91.6	8.6	15
2017-04-27 05:00	410	12.8	124.8	140.8	10.8	6.25
2017-04-27 06:00	405	11.25	125.8	98.6	8.2	21.2
2017-04-27 07:00	407.6	10.2	127.4	114.2	9	9
2017-04-27 08:00	408.4	10.8	126.2	177	53.8	9.8
2017-04-27 09:00	410.8	11.4	124.8	69.2	11.2	10.8
2017-04-27 10:00	426	12.2	123.8	73.6	10.6	11.8
2017-04-27 11:00	437.2	12.6	123.8	104.4	12.4	12.6
2017-04-27 12:00	453.6	14.4	117.2	87.2	15.6	12.4
2017-04-27 13:00	497.2	15.6	101	82.4	20.4	13
2017-04-27 14:00	475.6	16.8	103.2	62	21	13.2
2017-04-27 15:00	519	17.4	104.6	52	21.4	13.2
2017-04-27 16:00	438.4	16.2	109	49.2	16.4	11.8
2017-04-27 17:00	421.4	16	109.6	36	12.2	13
2017-04-27 18:00	448.4	19.6	91.2	39.2	13.2	14.4
2017-04-27 19:00	491.4	20.4	82.2	57.6	30.2	15.6
2017-04-27 20:00	489.6	21.2	74.4	50	27.2	16.2
2017-04-27 21:00	521	23.2	65.8	47.2	28	16.6
2017-04-27 22:00	597.2	30	51.8	57.2	28.6	16.8
2017-04-27 23:00	697.2	33	55	58.2	32.4	18.2
2017-04-28 00:00	779.8	34.4	60.6	64	23.2	19.2
2017-04-28 01:00	682.2	33.4	74.4	62.2	19	17.4
2017-04-28 02:00	597.4	28	89.6	54.4	14.8	18.25
2017-04-28 03:00	547	22.8	164.2	63.8	14.8	17.2
2017-04-28 04:00	464.2	12.6	113.6	114.2	21.2	15
2017-04-28 05:00	453.2	10.8	113.2	143.6	22.4	16
2017-04-28 06:00	429.4	9.8	113	146.2	22.6	15.6
2017-04-28 07:00	426	10.4	111.4	92.4	20.4	15.6
2017-04-28 08:00	426.6	10.8	111.8	80.4	17	15.8
2017-04-28 09:00	438	11.8	108.4	76.4	15.6	16.2
2017-04-28 10:00	482.2	13.4	104.2	67	22.2	17
2017-04-28 11:00	461.8	14.6	101.6	66	23.4	17
2017-04-28 12:00	477.8	17	96.4	67.4	24.8	18
2017-04-28 13:00	539.4	21.4	84.2	66.2	26.6	18.8
2017-04-28 14:00	579.6	28.2	69.8	74.2	28.4	19.2
2017-04-28 15:00	563	30.4	68.4	80.6	31.8	20.8
2017-04-28 16:00	517	23.4	73.4	111.6	67.6	19.8
2017-04-28 17:00	559.8	28	61	104.6	54	20.6
2017-04-28 18:00	543.4	27.8	60.6	82.6	33.8	20
2017-04-28 19:00	545.8	23.2	60.4	108.2	46.4	19.8
2017-04-28 20:00	516.2	18	62.4	79.4	33.8	19.2
2017-04-28 21:00	510.6	17	61.8	82.6	34.4	18.4
2017-04-28 22:00	547.2	19	59.8	75	26.8	18.4
2017-04-28 23:00	596.2	20.8	60.2	75.4	27.8	18.6
2017-04-29 00:00	615	21.6	66.2	80.4	26.6	17.2
2017-04-29 01:00	697.6	26	68.8	75.4	19.6	18.8
2017-04-29 02:00	762.2	30.2	72.8	79	16	22.8
2017-04-29 03:00	632	19.75	89	85.6	16.6	25.75
2017-04-29 04:00	497.5	13.4	109	88.6	28	22.6
2017-04-29 05:00	441.8	8	117.8	157.6	16.4	21.8
2017-04-29 06:00	431.8	7.8	120.8	73	12.6	22
2017-04-29 07:00	423.8	9.6	123.8	91.2	12.4	21.4
2017-04-29 08:00	425.4	10.6	125.4	72.8	9.2	22.6
2017-04-29 09:00	429	13	122.4	85.2	12.2	23.6
2017-04-29 10:00	434.6	13.6	119	58.2	13.8	23.8
2017-04-29 11:00	475.8	16	114.6	57	16.4	23.2
2017-04-29 12:00	543.2	20.8	111.6	54.6	22.8	23.6
2017-04-29 13:00	537.8	22.4	107.4	56	26.2	23.2
2017-04-29 14:00	540.4	20	103	64.2	29.2	22.6
2017-04-29 15:00	561	21.4	100.2	72.6	40.4	9.5
2017-04-29 16:00	560	22	96.2	82	44.8	9.4
2017-04-29 17:00	599.2	28	84.6	107.4	52.6	10.4
2017-04-29 18:00	539	22	87.2	100.6	41.2	9
2017-04-29 19:00	532	17.4	88.2	88.8	38.8	8.6
2017-04-29 20:00	506.2	14	88.2	87.4	38.2	7.6
2017-04-29 21:00	491.6	12.6	88.8	79.8	36.4	7.75
2017-04-29 22:00	496	13.8	84	74.8	34	8.25
2017-04-29 23:00	540	16.8	80.6	73.8	30	8.75
2017-04-30 00:00	577.8	20.2	82.4	77.4	30	7.4
