Timestamp (UTC)	Tianjin co	Tianjin no2	Tianjin o3	Tianjin pm10	Tianjin pm25	Tianjin so2
2017-04-27 22:00	1337.5	73.45833333333333	13.904761904761905	131.30434782608697	57.166666666666664	33
2017-04-27 23:00	1241.6666666666667	73.54166666666667	13.956521739130435	116.3913043478261	57.708333333333336	27.791666666666668
2017-04-28 00:00	1112.5	69.16666666666667	23.125	107	54.916666666666664	22.541666666666668
2017-04-28 01:00	1064	65.56	32.84	108.41666666666667	52.48	16.12
2017-04-28 02:00	892	52.68	53.12	103.47826086956522	49.36	11.24
2017-04-28 03:00	728	24.68	98.32	65.65217391304348	47.28	7.84
2017-04-28 04:00	691.304347826087	24.291666666666668	99.41666666666667	62.4	47.28	7.521739130434782
2017-04-28 05:00	683.3333333333334	19.26086956521739	114.17391304347827	58.68421052631579	33.625	6.75
2017-04-28 06:00	712.5	16.666666666666668	122.6	49.1	30.4	6.166666666666667
2017-04-28 07:00	725	16.833333333333332	133.84	53.2	31.6	6.041666666666667
2017-04-28 08:00	725	16.833333333333332	133.84	53.31818181818182	32.416666666666664	6
2017-04-28 09:00	726.0869565217391	17.4	139.54166666666666	50.04347826086956	28.791666666666668	6
2017-04-28 10:00	724	19.24	144.25	64.91666666666667	28.52	6.32
2017-04-28 11:00	783.3333333333334	26.416666666666668	138.54166666666666	76.83333333333333	30.083333333333332	7.041666666666667
2017-04-28 12:00	833.3333333333334	45	106.91666666666667	108.70833333333333	32.208333333333336	7.916666666666667
2017-04-28 13:00	944	69.8	69.6	112.48	35.52	10.28
2017-04-28 14:00	988	80.72	48.4	125.4	42.08	11.48
2017-04-28 15:00	1044	82.12	40.56	135.32	47.96	13.08
2017-04-28 16:00	1160.8695652173913	82.52173913043478	35.30434782608695	135.82608695652175	47.869565217391305	16.695652173913043
2017-04-28 17:00	1238.095238095238	84.66666666666667	25.285714285714285	144	54.714285714285715	17.714285714285715
2017-04-28 18:00	1088	83.12	18.4	131.44	56.32	16.64
2017-04-28 19:00	1104	80.48	15.32	120.68	51.52	15.32
2017-04-28 20:00	1200	84.30434782608695	9.347826086956522	131.2173913043478	51.43478260869565	16.869565217391305
2017-04-28 21:00	1156	82.04	8.458333333333334	123.04	53.92	16.08
2017-04-28 22:00	1220.8333333333333	80.5	8.565217391304348	115.54166666666667	50.25	16.125
2017-04-28 23:00	1154.1666666666667	76.83333333333333	11.478260869565217	113.41666666666667	50.75	16.375
2017-04-29 00:00	1252	76.64	13.52	134.76	56.72	16.92
2017-04-29 01:00	1292	76.48	20.08	149.32	61.56	19.76
2017-04-29 02:00	1304	65.68	38.24	142.64	62.88	17.96
2017-04-29 03:00	1216	50.28	67.28	121	60.28	14.8
2017-04-29 04:00	858.3333333333334	28	97.08333333333333	86.17391304347827	51.333333333333336	8.958333333333334
2017-04-29 05:00	804.1666666666666	20.08	114.68	77	40.68	7.6
2017-04-29 06:00	760	16.04	126.8	78.875	39.32	7.28
2017-04-29 07:00	700	14.84	128	74.875	42.52	6.84
2017-04-29 08:00	696	14.52	130.2	71.17391304347827	46.96	6.92
2017-04-29 09:00	704	15.08	131.72	88.84	38.92	6.64
2017-04-29 10:00	688	16.84	127.92	90.4	38.88	6.68
2017-04-29 11:00	736	20.68	116.08	90.04166666666667	39.28	6.92
2017-04-29 12:00	764	28.08	104.04	108.4	41.52	7.72
2017-04-29 13:00	812	31.84	90.2	123.12	44.4	9.08
2017-04-29 14:00	892	36.583333333333336	81.96	141.24	47.12	12.52
2017-04-29 15:00	1040	39.708333333333336	78.2	147.04	48.44	15.44
2017-04-29 16:00	1024	39.666666666666664	71.68	140.8	52.32	15.68
2017-04-29 17:00	1045.8333333333333	41.34782608695652	67.70833333333333	137.29166666666666	52.875	17.208333333333332
2017-04-29 18:00	1172.7272727272727	46.95238095238095	57.27272727272727	145.04545454545453	53.5	20.863636363636363
2017-04-29 19:00	1436.3636363636363	49.333333333333336	53.68181818181818	150.3181818181818	60.90909090909091	28.227272727272727
2017-04-29 20:00	1518.1818181818182	55.42857142857143	43.86363636363637	163.22727272727272	69.5	32.59090909090909
2017-04-29 21:00	1454.5454545454545	61.476190476190474	35.59090909090909	157.8181818181818	70.31818181818181	31.136363636363637
2017-04-29 22:00	1381.8181818181818	67.04761904761905	28.09090909090909	162.3181818181818	69.31818181818181	28.363636363636363
2017-04-29 23:00	1390.909090909091	63.23809523809524	34.45454545454545	214.72727272727272	70.68181818181819	30.136363636363637
2017-04-30 00:00	1184	40.166666666666664	64.8	408.16	89.6	18.48
