Timestamp (UTC)	Shijiazhuang co	Shijiazhuang no2	Shijiazhuang o3	Shijiazhuang pm10	Shijiazhuang pm25	Shijiazhuang so2
2017-04-26 23:00	1172.625	57.5	37.875	107.5	32.375	26.75
2017-04-27 00:00	1066.375	48.625	48.375	118.5	31.125	27.625
2017-04-27 01:00	1066.375	48.625	48.375	118.5	31.125	27.625
2017-04-27 03:00	576.5	17.625	87.375	53.5	20.875	11.5
2017-04-27 04:00	493.125	11.875	102.5	37.75	53.5	8.875
2017-04-27 05:00	478.625	9.375	108.375	26.375	12.25	8.875
2017-04-27 06:00	440.875	9	112.75	22	9.625	8.375
2017-04-27 07:00	452.875	9.625	114.125	21.625	11	8.625
2017-04-27 08:00	485.5	10	115.125	25.25	11.125	9.25
2017-04-27 09:00	509.75	12.375	113.5	32	11	10.875
2017-04-27 10:00	545.5	18.125	109.875	42	15.125	13
2017-04-27 11:00	585.625	28	99	83.375	22.625	16.5
2017-04-27 12:00	623.875	32.625	92.125	96.5	24.75	18.5
2017-04-27 13:00	693	41.25	78.875	96.75	26.875	23.625
2017-04-27 14:00	787.75	48	67.75	96.875	27.5	27.5
2017-04-27 15:00	850.125	63	47.375	97	52.375	27.875
2017-04-27 16:00	916	74.875	32.5	110.625	35.75	25.5
2017-04-27 17:00	1052	84.375	24.375	118.75	36.625	26.5
2017-04-27 18:00	957.625	78.625	33.375	93	35.375	23.25
2017-04-27 19:00	907	69.125	42.5	90.625	28.75	22.125
2017-04-27 20:00	866	64.25	46.125	93	28.125	23.75
2017-04-27 21:00	969	60.875	48.625	114	27.25	26.375
2017-04-27 22:00	997.875	61.75	48.375	123.25	27.25	30
2017-04-27 23:00	1001	58.375	52.625	123.875	31.875	30.875
2017-04-28 00:00	975.125	52.25	59.25	119.875	32.875	29.25
2017-04-28 01:00	873.875	39.875	72.875	103.25	24.5	26.25
2017-04-28 02:00	798.75	32.375	82.25	90.375	22.875	22.25
2017-04-28 03:00	703.75	24.625	93.875	67.875	20.625	18.75
2017-04-28 04:00	571	16.125	106.5	62.25	17.75	13.625
2017-04-28 05:00	555.625	12.625	111.25	52.25	13.625	11.75
2017-04-28 06:00	555.375	13	112.25	46	11.625	12.375
2017-04-28 07:00	519.75	11.875	113.875	46	14	12.125
2017-04-28 08:00	509.875	12.75	114.875	40.875	13.125	13.5
2017-04-28 09:00	537.75	16	112.125	46.25	16.25	14.75
2017-04-28 10:00	570.25	21	105	61.75	21.25	13.875
2017-04-28 11:00	656.375	38.875	92.5	93	26.625	18.875
2017-04-28 12:00	789.875	52.25	82.5	107.75	33.375	25.5
2017-04-28 13:00	892	73.125	55.75	129.5	49.25	26.625
2017-04-28 14:00	1040.5	93.375	31.25	166	53.25	26
2017-04-28 15:00	1316.625	98.75	19.375	160.5	56.25	26.75
2017-04-28 16:00	1323.25	91.5	17.875	152.25	49	26.75
2017-04-28 17:00	1226	77.75	19.25	132.5	46	24.125
2017-04-28 18:00	1333.625	73.75	18.375	131.75	46.625	24.5
2017-04-28 19:00	1435.625	75.875	16	148.75	43	26.875
2017-04-28 20:00	1298.25	77.25	15.125	164.5	48.5	28.25
2017-04-28 21:00	1538.125	79.125	12.5	197.75	50	31.375
2017-04-28 22:00	1504.75	76.75	13.375	193.125	51.625	34.625
2017-04-28 23:00	1341.5	67.25	19.375	172.25	44.25	35.25
2017-04-29 00:00	1176	56.75	29.625	149.75	47.875	37.875
2017-04-29 01:00	965.375	48.625	43	122.875	37	37.375
2017-04-29 02:00	823.125	37.25	59.25	93.75	30.375	35.375
2017-04-29 03:00	750.625	28.625	74.125	79.5	30.125	28.25
2017-04-29 04:00	695.875	20	89.375	59.125	35.75	22
2017-04-29 05:00	672.75	17.375	105.625	80.25	20.25	20.75
2017-04-29 06:00	637.5	16.25	119.5	60.142857142857146	25.857142857142858	21.375
2017-04-29 07:00	648.375	18.75	125	93.5	21.375	22.125
2017-04-29 08:00	706.75	19.75	131	126.625	26.125	22.625
2017-04-29 09:00	969.625	24.625	128.25	134.875	32.75	30.75
2017-04-29 10:00	1090.375	25.375	122.75	272.5	40	35.625
2017-04-29 11:00	1002.75	29.875	121.5	130.375	40.25	32
2017-04-29 12:00	914.375	32.5	115.5	159.75	48.25	30.25
2017-04-29 13:00	916	39.5	92.375	142.5	46.125	34.375
2017-04-29 14:00	980.625	51	71.75	148.625	46.5	49
2017-04-29 15:00	1042.625	66.375	48.25	163.375	48.625	52.625
2017-04-29 16:00	1109.625	82.625	25.875	170.5	62.875	49.875
2017-04-29 17:00	1252.625	90.625	19.125	181	56.75	50
2017-04-29 18:00	1342	91.875	18.125	204.625	52.625	44.375
2017-04-29 19:00	1424.5	94.875	16.625	224.875	56	40.125
2017-04-29 20:00	1291.625	88.25	19.125	192.25	56.125	38.625
2017-04-29 21:00	1163.875	73.125	31.875	196.875	49.375	42.125
2017-04-29 22:00	1202.75	65.125	40.25	188.875	52.125	50
2017-04-29 23:00	1383.25	66.875	40.625	174	47	53
2017-04-30 00:00	1622.375	69.75	39.625	194.875	47.375	51.5
