Timestamp (UTC)	Qinhuangdao co	Qinhuangdao no2	Qinhuangdao o3	Qinhuangdao pm10	Qinhuangdao pm25	Qinhuangdao so2
2017-04-27 16:00	1591	101.2	15.2	121.4	33.8	33.2
2017-04-27 17:00	1648.4	95.4	13.4	116.4	29	30.6
2017-04-27 18:00	1621.8	90	20.4	107.4	28.6	27.4
2017-04-27 19:00	1416	80.2	28.2	101	27.2	23.2
2017-04-27 20:00	1126.6	69.2	33.4	102.6	23	23.8
2017-04-27 21:00	877	60.8	45.4	86.4	22	23
2017-04-27 22:00	965	67.4	41.2	108.2	24.2	31
2017-04-27 23:00	810.2	50.2	62.4	83.2	24	31
2017-04-28 00:00	551.6	31.6	84.6	63	17.2	19.8
2017-04-28 01:00	434.8	18.4	102.8	66	17	13.4
2017-04-28 02:00	401	12.6	109.8	46.2	16.4	9.4
2017-04-28 03:00	429.6	10.25	107.8	34.2	14.4	9.2
2017-04-28 04:00	480	15	106	32.6	11.2	13.2
2017-04-28 05:00	524.2	23.25	107.6	39.6	15	14.2
2017-04-28 06:00	512.4	20.6	117.6	40.8	16	11.5
2017-04-28 07:00	536.6	19.6	123.4	54.2	15	12.25
2017-04-28 08:00	483.25	19.6	123.6	48.8	15.8	12.6
2017-04-28 09:00	528.6	26.8	114.75	56.4	15.6	12.8
2017-04-28 10:00	555.8	33.6	112	63	16.8	13.6
2017-04-28 11:00	647.4	38.8	113.2	70.2	23.2	16.6
2017-04-28 12:00	791.6	53.8	90.4	73.2	30.6	20.4
2017-04-28 13:00	926.2	71.4	62.4	86.2	31.2	21.6
2017-04-28 14:00	1036.6	99.2	33	93	36	23.8
2017-04-28 15:00	1121.2	99	26.6	111.6	39.8	26.2
2017-04-28 16:00	1243.4	111.2	15	153	51.4	43.2
2017-04-28 17:00	1312.6	106.2	11	164.4	44	46
2017-04-28 18:00	1250	104.8	9.2	145.2	43.6	46.6
2017-04-28 19:00	1259.6	97	12	143.4	39	53.8
2017-04-28 20:00	1325.8	92.4	12	136	33.25	47.6
2017-04-28 21:00	1735.8	93	12	140.4	30.75	47.2
2017-04-28 22:00	1516.4	91.4	10.8	152.8	40.6	54.4
2017-04-28 23:00	1481.8	90	14.8	165	37.2	44.6
2017-04-29 00:00	1446.4	87.6	28	155.2	37	46.6
2017-04-29 01:00	1078.6	65.6	61.6	100.2	31	31
2017-04-29 02:00	708	35.6	85.6	72.4	43.2	19.2
2017-04-29 03:00	806.8	32.8	95	88	21.4	21
2017-04-29 04:00	1286	39.4	98.6	76.4	20.8	25.4
2017-04-29 05:00	2023.2	48.8	113.4	103.2	27.4	33
2017-04-29 06:00	2665.2	54.6	121	131.4	28.8	30.2
2017-04-29 07:00	1408.8	40.6	112.2	122.4	23.8	22.8
2017-04-29 08:00	786.2	28.4	118.6	148.2	21.6	18.2
2017-04-29 09:00	626.4	25.2	140.6	229.4	28.6	16.4
2017-04-29 10:00	609	26.8	146.2	226.6	41.2	15.6
2017-04-29 11:00	731.6	37.2	125	171.2	47.6	17.4
2017-04-29 12:00	678.2	48	100	127.2	42	20.4
2017-04-29 13:00	904	60	80.6	112.4	39.2	25.4
2017-04-29 14:00	1263.6	64.8	66.4	113.2	36.4	33.4
2017-04-29 15:00	1461.8	71.4	54.6	138.4	54.4	39
2017-04-29 16:00	1516.2	73.4	45.6	127.4	67.4	36.4
2017-04-29 17:00	1600.6	91.2	19.8	132.8	58.6	35
2017-04-29 18:00	1213.6	91.2	28.4	116.2	44.2	29
2017-04-29 19:00	791.6	56.2	64	186	42.2	20.2
2017-04-29 20:00	449.4	21.2	94.8	213	39	11.4
2017-04-29 21:00	383.4	21	92.4	234.2	36.8	11.8
2017-04-29 22:00	349	23.6	91.8	227.2	36.4	11.6
2017-04-29 23:00	427.75	25.8	88.8	184.6	28	12.8
2017-04-30 00:00	396.75	18.6	94.6	192.2	28.8	11.6
